Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
Date inconnue,0,0,0,0,0,0,0,93,9,20,59,5
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,1,1,0,0,0,0,0,0,0,0,0,0
2020-03-07,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,3,2,0,0,0,0,0,0,0,0,0,0
2020-03-12,5,2,0,0,0,0,0,0,0,0,0,0
2020-03-13,6,1,0,0,0,0,0,0,0,0,0,0
2020-03-14,7,1,0,0,0,0,0,0,0,0,0,0
2020-03-15,9,2,0,0,0,0,0,0,0,0,0,0
2020-03-16,14,5,1,0,1,0,0,1,0,1,0,0
2020-03-17,18,4,2,0,1,1,0,1,0,0,1,0
2020-03-18,26,8,3,1,1,1,0,1,1,0,0,0
2020-03-19,74,48,4,1,2,1,0,1,0,1,0,0
2020-03-20,149,75,4,1,2,1,0,0,0,0,0,0
2020-03-21,288,139,5,1,3,1,0,1,0,1,0,0
2020-03-22,459,171,5,1,3,1,0,0,0,0,0,0
2020-03-23,717,258,8,2,3,3,0,3,1,0,2,0
2020-03-24,937,220,10,3,3,4,0,2,1,0,1,0
2020-03-25,1186,249,18,7,6,4,1,8,4,3,0,1
2020-03-26,1530,344,27,9,8,9,1,9,2,2,5,0
2020-03-27,1963,433,30,11,9,9,1,3,2,1,0,0
2020-03-28,2368,405,44,20,11,12,1,14,9,2,3,0
2020-03-29,2868,500,54,26,12,15,1,10,6,1,3,0
2020-03-30,3471,603,67,35,13,18,1,13,9,1,3,0
2020-03-31,4224,753,83,47,13,20,3,16,12,0,2,2
2020-04-01,4798,574,99,60,15,21,3,16,13,2,1,0
2020-04-02,5513,715,121,75,18,24,4,22,15,3,3,1
2020-04-03,6126,613,159,101,24,29,5,38,26,6,5,1
2020-04-04,6749,623,203,128,35,33,7,44,27,11,4,2
2020-04-05,7255,506,251,162,43,37,9,48,34,8,4,2
2020-04-06,7867,612,302,202,48,41,11,51,40,5,4,2
2020-04-07,8687,820,359,247,56,44,12,57,45,8,3,1
2020-04-08,9240,553,417,292,61,52,12,58,45,5,8,0
2020-04-09,10048,808,484,340,67,61,16,67,48,6,9,4
2020-04-10,10611,563,552,388,78,67,19,68,48,11,6,3
2020-04-11,11263,652,622,443,87,68,24,70,55,9,1,5
2020-04-12,12084,821,710,510,99,74,27,88,67,12,6,3
2020-04-13,12944,860,805,573,115,86,31,95,63,16,12,4
2020-04-14,13995,1051,897,636,130,97,34,92,63,15,11,3
2020-04-15,14879,884,996,706,146,107,37,99,70,16,10,3
2020-04-16,15741,862,1089,781,158,112,38,93,75,12,5,1
2020-04-17,16575,834,1177,841,171,123,42,88,60,13,11,4
2020-04-18,17262,687,1276,919,184,129,44,99,78,13,6,2
2020-04-19,17919,657,1401,1016,202,136,47,125,97,18,7,3
2020-04-20,18618,699,1504,1102,212,139,51,103,86,10,3,4
2020-04-21,19287,669,1619,1196,226,143,54,115,94,14,4,3
2020-04-22,20082,795,1737,1281,241,158,57,118,85,15,15,3
2020-04-23,20828,746,1853,1366,256,167,64,116,85,15,9,7
2020-04-24,21604,776,1967,1452,270,178,67,114,86,14,11,3
2020-04-25,22279,675,2092,1544,291,189,68,125,92,21,11,1
2020-04-26,22883,604,2202,1626,307,199,70,110,82,16,10,2
2020-04-27,23575,692,2319,1710,324,205,80,117,84,17,6,10
2020-04-28,24383,808,2457,1810,344,217,86,138,100,20,12,6
2020-04-29,25230,847,2610,1908,372,236,94,153,98,28,19,8
2020-04-30,26041,811,2730,1986,392,249,103,120,78,20,13,9
2020-05-01,26886,845,2869,2081,422,257,109,139,95,30,8,6
2020-05-02,27644,758,2983,2160,441,263,119,114,79,19,6,10
2020-05-03,28375,731,3081,2220,462,272,127,98,60,21,9,8
2020-05-04,28945,570,3191,2297,481,284,129,110,77,19,12,2
2020-05-05,29789,844,3291,2359,506,292,134,100,62,25,8,5
2020-05-06,30665,876,3386,2420,525,298,143,95,61,19,6,9
2020-05-07,31453,788,3480,2474,551,306,149,94,54,26,8,6
2020-05-08,32145,692,3570,2541,568,311,150,90,67,17,5,1
2020-05-09,32751,606,3667,2596,593,322,156,97,55,25,11,6
2020-05-10,33421,670,3760,2663,607,327,163,93,67,14,5,7
2020-05-11,33981,560,3857,2726,626,337,168,97,63,19,10,5
2020-05-12,34610,629,3939,2773,646,344,176,82,47,20,7,8
2020-05-13,35290,680,4005,2817,659,349,180,66,44,13,5,4
2020-05-14,36005,715,4091,2875,678,357,181,86,58,19,8,1
2020-05-15,36699,694,4175,2935,691,362,187,84,60,13,5,6
2020-05-16,37434,735,4254,2987,702,371,194,79,52,11,9,7
2020-05-17,38059,625,4320,3027,710,382,201,66,40,8,11,7
2020-05-18,38604,545,4389,3075,721,388,205,69,48,11,6,4
2020-05-19,39233,629,4447,3113,730,398,206,58,38,9,10,1
2020-05-20,39891,658,4519,3161,740,404,214,72,48,10,6,8
2020-05-21,40545,654,4578,3196,754,408,220,59,35,14,4,6
2020-05-22,41057,512,4647,3242,766,417,222,69,46,12,9,2
2020-05-23,41558,501,4711,3291,775,421,224,64,49,9,4,2
2020-05-24,42100,542,4775,3333,786,428,228,64,42,11,7,4
2020-05-25,42458,358,4834,3374,797,433,230,59,41,11,5,2
2020-05-26,42855,397,4899,3420,806,441,232,65,46,9,8,2
2020-05-27,43266,411,4958,3457,818,447,236,59,37,12,6,4
2020-05-28,43650,384,5036,3512,830,455,239,78,55,12,8,3
2020-05-29,44032,382,5096,3561,836,460,239,60,49,6,5,0
2020-05-30,44399,367,5137,3585,843,467,242,41,24,7,7,3
2020-05-31,44646,247,5172,3609,850,471,242,35,24,7,4,0
2020-06-01,44900,254,5210,3640,854,474,242,38,31,4,3,0
2020-06-02,45129,229,5244,3665,858,478,243,34,25,4,4,1
2020-06-03,45363,234,5279,3682,863,487,247,35,17,5,9,4
2020-06-04,45599,236,5295,3691,867,489,248,16,9,4,2,1
2020-06-05,45835,236,5324,3710,872,493,249,29,19,5,4,1
2020-06-06,46047,212,5350,3728,874,498,250,26,18,2,5,1
2020-06-07,46204,157,5372,3744,878,499,251,22,16,4,1,1
2020-06-08,46322,118,5389,3756,882,500,251,17,12,4,1,0
2020-06-09,46493,171,5408,3767,884,504,253,19,11,2,4,2
2020-06-10,46648,155,5427,3780,887,505,255,19,13,3,1,2
2020-06-11,46789,141,5448,3794,889,509,256,21,14,2,4,1
2020-06-12,46940,151,5467,3805,893,512,257,19,11,4,3,1
2020-06-13,47046,106,5484,3815,897,514,258,17,10,4,2,1
2020-06-14,47130,84,5495,3819,902,516,258,11,4,5,2,0
2020-06-15,47221,91,5512,3827,906,521,258,17,8,4,5,0
2020-06-16,47321,100,5521,3832,906,524,259,9,5,0,3,1
2020-06-17,47436,115,5530,3836,909,526,259,9,4,3,2,0
2020-06-18,47539,103,5536,3838,910,528,260,6,2,1,2,1
2020-06-19,47635,96,5549,3848,911,529,261,13,10,1,1,1
2020-06-20,47724,89,5553,3851,911,530,261,4,3,0,1,0
2020-06-21,47799,75,5563,3856,913,533,261,10,5,2,3,0
2020-06-22,47866,67,5571,3860,915,535,261,8,4,2,2,0
2020-06-23,47943,77,5584,3867,916,539,262,13,7,1,4,1
2020-06-24,48025,82,5599,3876,917,542,264,15,9,1,3,2
2020-06-25,48094,69,5606,3881,918,543,264,7,5,1,1,0
2020-06-26,48155,61,5609,3882,918,543,266,3,1,0,0,2
2020-06-27,48229,74,5613,3885,919,543,266,4,3,1,0,0
2020-06-28,48281,52,5618,3889,919,544,266,5,4,0,1,0
2020-06-29,48314,33,5629,3893,921,549,266,11,4,2,5,0
2020-06-30,48401,87,5636,3895,922,553,266,7,2,1,4,0
2020-07-01,48484,83,5642,3898,924,554,266,6,3,2,1,0
2020-07-02,48554,70,5650,3900,926,557,267,8,2,2,3,1
2020-07-03,48641,87,5655,3900,927,559,269,5,0,1,2,2
2020-07-04,48733,92,5659,3901,929,559,270,4,1,2,0,1
2020-07-05,48786,53,5662,3902,931,559,270,3,1,2,0,0
2020-07-06,48851,65,5670,3906,932,561,271,8,4,1,2,1
2020-07-07,48956,105,5672,3907,933,561,271,2,1,1,0,0
2020-07-08,49079,123,5677,3909,933,563,272,5,2,0,2,1
2020-07-09,49200,121,5681,3910,935,564,272,4,1,2,1,0
2020-07-10,49297,97,5685,3911,936,565,273,4,1,1,1,1
2020-07-11,49405,108,5688,3911,936,568,273,3,0,0,3,0
2020-07-12,49479,74,5688,3911,936,568,273,0,0,0,0,0
2020-07-13,49616,137,5691,3913,936,569,273,3,2,0,1,0
2020-07-14,49739,123,5692,3914,936,569,273,1,1,0,0,0
2020-07-15,49894,155,5697,3917,937,570,273,5,3,1,1,0
2020-07-16,50031,137,5701,3919,938,571,273,4,2,1,1,0
2020-07-17,50208,177,5703,3920,938,572,273,2,1,0,1,0
2020-07-18,50403,195,5704,3920,938,573,273,1,0,0,1,0
2020-07-19,50514,111,5705,3920,939,573,273,1,0,1,0,0
2020-07-20,50658,144,5706,3920,940,573,273,1,0,1,0,0
2020-07-21,50851,193,5708,3920,941,574,273,2,0,1,1,0
2020-07-22,51038,187,5712,3921,941,577,273,4,1,0,3,0
2020-07-23,51199,161,5713,3922,941,577,273,1,1,0,0,0
2020-07-24,51352,153,5714,3922,941,577,274,1,0,0,0,1
2020-07-25,51497,145,5715,3922,941,578,274,1,0,0,1,0
2020-07-26,51603,106,5715,3922,941,578,274,0,0,0,0,0
2020-07-27,51716,113,5717,3922,941,580,274,2,0,0,2,0
2020-07-28,51854,138,5718,3922,941,580,275,1,0,0,0,1
2020-07-29,52027,173,5718,3922,941,580,275,0,0,0,0,0
2020-07-30,52187,160,5722,3924,942,581,275,4,2,1,1,0
2020-07-31,52310,123,5723,3924,943,581,275,1,0,1,0,0
2020-08-01,52433,123,5725,3926,943,581,275,2,2,0,0,0
2020-08-02,52535,102,5727,3928,943,581,275,2,2,0,0,0
2020-08-03,52675,140,5727,3928,943,581,275,0,0,0,0,0
2020-08-04,52823,148,5727,3928,943,581,275,0,0,0,0,0
2020-08-05,52953,130,5730,3929,944,582,275,3,1,1,1,0
2020-08-06,53059,106,5733,3932,944,582,275,3,3,0,0,0
2020-08-07,53183,124,5734,3932,944,583,275,1,0,0,1,0
2020-08-08,53303,120,5736,3933,944,584,275,2,1,0,1,0
2020-08-09,53394,91,5738,3935,944,584,275,2,2,0,0,0
2020-08-10,53476,82,5740,3936,945,584,275,2,1,1,0,0
2020-08-11,53588,112,5743,3936,945,587,275,3,0,0,3,0
2020-08-12,53688,100,5746,3937,945,589,275,3,1,0,2,0
2020-08-13,53771,83,5747,3937,946,589,275,1,0,1,0,0
2020-08-14,53836,65,5749,3938,946,590,275,2,1,0,1,0
2020-08-15,53896,60,5752,3939,946,592,275,3,1,0,2,0
2020-08-16,53944,48,5756,3940,947,594,275,4,1,1,2,0
2020-08-17,53998,54,5758,3941,948,594,275,2,1,1,0,0
2020-08-18,54087,89,5759,3942,948,594,275,1,1,0,0,0
2020-08-19,54180,93,5762,3942,949,596,275,3,0,1,2,0
2020-08-20,54287,107,5764,3943,949,596,276,2,1,0,0,1
2020-08-21,54389,102,5768,3943,950,597,278,4,0,1,1,2
2020-08-22,54478,89,5768,3943,950,597,278,0,0,0,0,0
2020-08-23,54525,47,5771,3944,950,598,279,3,1,0,1,1
2020-08-24,54579,54,5773,3945,951,598,279,2,1,1,0,0
2020-08-25,54705,126,5773,3945,951,598,279,0,0,0,0,0
2020-08-26,54837,132,5774,3946,951,598,279,1,1,0,0,0
2020-08-27,54941,104,5774,3946,951,598,279,0,0,0,0,0
2020-08-28,55072,131,5780,3948,951,601,280,6,2,0,3,1
2020-08-29,55192,120,5782,3948,952,602,280,2,0,1,1,0
2020-08-30,55311,119,5783,3949,952,602,280,1,1,0,0,0
2020-08-31,55444,133,5784,3949,953,602,280,1,0,1,0,0
2020-09-01,55630,186,5784,3949,953,602,280,0,0,0,0,0
2020-09-02,55798,168,5785,3950,953,602,280,1,1,0,0,0
2020-09-03,56016,218,5787,3951,954,602,280,2,1,1,0,0
2020-09-04,56219,203,5787,3951,954,602,280,0,0,0,0,0
2020-09-05,56439,220,5788,3951,954,603,280,1,0,0,1,0
2020-09-06,56632,193,5788,3951,954,603,280,0,0,0,0,0
2020-09-07,56783,151,5790,3951,955,604,280,2,0,1,1,0
2020-09-08,56991,208,5790,3951,955,604,280,0,0,0,0,0
2020-09-09,57240,249,5794,3951,957,605,281,4,0,2,1,1
2020-09-10,57485,245,5795,3952,957,605,281,1,1,0,0,0
2020-09-11,57831,346,5795,3952,957,605,281,0,0,0,0,0
2020-09-12,58162,331,5797,3952,958,605,282,2,0,1,0,1
2020-09-13,58448,286,5800,3953,959,605,283,3,1,1,0,1
2020-09-14,58701,253,5804,3953,962,605,284,4,0,3,0,1
2020-09-15,59026,325,5807,3954,964,605,284,3,1,2,0,0
2020-09-16,59351,325,5810,3955,964,607,284,3,1,0,2,0
2020-09-17,59713,362,5813,3956,965,607,285,3,1,1,0,1
2020-09-18,60209,496,5820,3958,968,609,285,7,2,3,2,0
2020-09-19,60659,450,5826,3959,971,610,286,6,1,3,1,1
2020-09-20,61161,502,5828,3959,973,610,286,2,0,2,0,0
2020-09-21,61671,510,5830,3959,973,611,287,2,0,0,1,1
2020-09-22,62207,536,5833,3959,973,612,289,3,0,0,1,2
2020-09-23,62868,661,5837,3962,973,613,289,4,3,0,1,0
2020-09-24,63606,738,5843,3965,975,613,290,6,3,2,0,1
2020-09-25,64396,790,5845,3965,976,614,290,2,0,1,1,0
2020-09-26,65272,876,5852,3967,978,615,292,7,2,2,1,2
2020-09-27,66194,922,5856,3971,978,615,292,4,4,0,0,0
2020-09-28,67064,870,5864,3974,982,616,292,8,3,4,1,0
2020-09-29,68039,975,5873,3981,983,617,292,9,7,1,1,0
2020-09-30,69109,1070,5886,3984,989,621,292,13,3,6,4,0
2020-10-01,70224,1115,5896,3988,991,625,292,10,4,2,4,0
2020-10-02,71530,1306,5903,3992,994,625,292,7,4,3,0,0
2020-10-03,72570,1040,5912,3996,996,627,293,9,4,2,2,1
2020-10-04,73492,922,5922,4002,997,630,293,10,6,1,3,0
2020-10-05,74299,807,5930,4002,1000,634,294,8,0,3,4,1
2020-10-06,75395,1096,5942,4007,1004,637,294,12,5,4,3,0
2020-10-07,76392,997,5957,4012,1005,646,294,15,5,1,9,0
2020-10-08,77494,1102,5969,4017,1007,649,296,12,5,2,3,2
2020-10-09,78556,1062,5976,4020,1009,651,296,7,3,2,2,0
2020-10-10,79521,965,5994,4025,1015,657,297,18,5,6,6,1
2020-10-11,80503,982,6006,4030,1018,661,297,12,5,3,4,0
2020-10-12,81199,696,6016,4032,1019,666,299,10,2,1,5,2
2020-10-13,82225,1026,6026,4039,1021,667,299,10,7,2,1,0
2020-10-14,83405,1180,6046,4049,1025,672,300,20,10,4,5,1
2020-10-15,84579,1174,6056,4055,1027,673,301,10,6,2,1,1
2020-10-16,85830,1251,6076,4065,1030,677,304,20,10,3,4,3
2020-10-17,86726,896,6083,4066,1032,681,304,7,1,2,4,0
2020-10-18,87522,796,6095,4072,1035,684,304,12,6,3,3,0
2020-10-19,88404,882,6116,4081,1039,690,306,21,9,4,6,2
2020-10-20,89467,1063,6129,4085,1044,694,306,13,4,5,4,0
2020-10-21,90440,973,6151,4090,1048,707,306,22,5,4,13,0
2020-10-22,91361,921,6171,4095,1053,716,307,20,5,5,9,1
2020-10-23,92389,1028,6186,4104,1055,720,307,15,9,2,4,0
2020-10-24,93285,896,6206,4110,1061,728,307,20,6,6,8,0
2020-10-25,94180,895,6223,4115,1065,735,308,17,5,4,7,1
2020-10-26,94898,718,6242,4117,1067,749,309,19,2,2,14,1
2020-10-27,95970,1072,6261,4124,1072,754,311,19,7,5,5,2
2020-10-28,96900,930,6285,4131,1079,763,312,24,7,7,9,1
2020-10-29,97916,1016,6304,4141,1083,767,313,19,10,4,4,1
2020-10-30,98891,975,6332,4153,1085,779,315,28,12,2,12,2
2020-10-31,99958,1067,6363,4169,1090,788,316,31,16,5,9,1
2020-11-01,100872,914,6383,4180,1092,793,318,20,11,2,5,2
2020-11-02,101701,829,6397,4184,1095,799,319,14,4,3,6,1
2020-11-03,102768,1067,6419,4192,1100,806,321,22,8,5,7,2
2020-11-04,103910,1142,6443,4202,1111,809,321,24,10,11,3,0
2020-11-05,105247,1337,6463,4214,1114,814,321,20,12,3,5,0
2020-11-06,106509,1262,6490,4229,1118,821,322,27,15,4,7,1
2020-11-07,107782,1273,6513,4241,1123,827,322,23,12,5,6,0
2020-11-08,108999,1217,6542,4260,1130,830,322,29,19,7,3,0
2020-11-09,110300,1301,6574,4268,1140,839,327,32,8,10,9,5
2020-11-10,111566,1266,6608,4285,1146,848,329,34,17,6,9,2
2020-11-11,112827,1261,6639,4299,1156,854,330,31,14,10,6,1
2020-11-12,114223,1396,6674,4325,1158,859,332,35,26,2,5,2
2020-11-13,115639,1416,6694,4336,1161,863,334,20,11,3,4,2
2020-11-14,116777,1138,6720,4351,1166,866,337,26,15,5,3,3
2020-11-15,117887,1110,6746,4370,1171,866,339,26,19,5,0,2
2020-11-16,118920,1033,6771,4384,1177,871,339,25,14,6,5,0
2020-11-17,120184,1264,6807,4406,1182,877,342,36,22,5,6,3
2020-11-18,121432,1248,6844,4419,1196,884,345,37,13,14,7,3
2020-11-19,122616,1184,6874,4428,1204,896,346,30,9,8,12,1
2020-11-20,123761,1145,6901,4441,1214,897,349,27,13,10,1,3
2020-11-21,124852,1091,6929,4450,1222,907,350,28,9,8,10,1
2020-11-22,126127,1275,6963,4462,1232,918,351,34,12,10,11,1
2020-11-23,127114,987,6988,4470,1241,924,353,25,8,9,6,2
2020-11-24,128392,1278,7028,4493,1248,932,355,40,23,7,8,2
2020-11-25,129822,1430,7059,4498,1259,942,360,31,5,11,10,5
2020-11-26,131196,1374,7088,4512,1265,948,363,29,14,6,6,3
2020-11-27,132611,1415,7115,4522,1276,953,364,27,10,11,5,1
2020-11-28,133884,1273,7146,4538,1283,958,367,31,16,7,5,3
2020-11-29,135131,1247,7179,4546,1299,966,368,33,8,16,8,1
2020-11-30,136542,1411,7211,4563,1309,971,368,32,17,10,5,0
2020-12-01,138130,1588,7235,4570,1315,981,369,24,7,6,10,1
2020-12-02,139737,1607,7271,4589,1324,987,371,36,19,9,6,2
2020-12-03,141448,1711,7310,4606,1334,998,372,39,17,10,11,1
2020-12-04,143042,1594,7347,4615,1350,1009,373,37,9,16,11,1
2020-12-05,144745,1703,7383,4633,1359,1017,374,36,18,9,8,1
2020-12-06,146244,1499,7412,4649,1367,1019,377,29,16,8,2,3
2020-12-07,147739,1495,7447,4667,1376,1026,378,35,18,9,7,1
2020-12-08,149489,1750,7492,4685,1389,1039,379,45,18,13,13,1
2020-12-09,151287,1798,7524,4701,1400,1042,381,32,16,11,3,2
2020-12-10,153108,1821,7556,4713,1409,1053,381,32,12,9,11,0
2020-12-11,155114,2006,7602,4731,1419,1066,386,46,18,10,13,5
2020-12-12,156982,1868,7645,4744,1433,1078,390,43,13,14,12,4
2020-12-13,158668,1686,7679,4759,1439,1088,393,34,15,6,10,3
2020-12-14,160553,1885,7726,4777,1449,1104,396,47,18,10,16,3
2020-12-15,162421,1868,7767,4789,1464,1118,396,41,12,15,14,0
2020-12-16,164547,2126,7799,4804,1470,1128,397,32,15,6,10,1
2020-12-17,166741,2194,7852,4825,1486,1141,400,53,21,16,13,3
2020-12-18,168770,2029,7889,4840,1496,1151,402,37,15,10,10,2
2020-12-19,170936,2166,7923,4851,1505,1165,402,34,11,9,14,0
2020-12-20,172932,1996,7962,4864,1515,1180,403,39,13,10,15,1
2020-12-21,174936,2004,8000,4878,1528,1190,404,38,14,13,10,1
2020-12-22,177144,2208,8062,4902,1544,1208,408,62,24,16,18,4
2020-12-23,179521,2377,8113,4927,1556,1219,411,51,25,12,11,3
2020-12-24,181938,2417,8154,4946,1567,1229,412,41,19,11,10,1
2020-12-25,184261,2323,8201,4960,1587,1239,415,47,14,20,10,3
2020-12-26,186321,2060,8251,4981,1600,1253,417,50,21,13,14,2
2020-12-27,188561,2240,8300,4999,1614,1266,421,49,18,14,13,4
2020-12-28,190710,2149,8347,5016,1628,1280,423,47,17,14,14,2
2020-12-29,193815,3105,8396,5032,1639,1297,428,49,16,11,17,5
2020-12-30,196824,3009,8457,5055,1657,1315,430,61,23,18,18,2
2020-12-31,199380,2556,8498,5064,1667,1336,431,41,9,10,21,1
2021-01-01,201810,2430,8532,5076,1678,1343,435,34,12,11,7,4
2021-01-02,204099,2289,8583,5093,1694,1357,439,51,17,16,14,4
2021-01-03,206442,2343,8627,5108,1704,1374,441,44,15,10,17,2
2021-01-04,208956,2514,8682,5126,1721,1392,443,55,18,17,18,2
2021-01-05,211593,2637,8734,5147,1735,1406,446,52,21,14,14,3
2021-01-06,214246,2653,8789,5161,1753,1426,449,55,14,18,20,3
2021-01-07,217045,2799,8842,5177,1766,1448,451,53,16,13,22,2
2021-01-08,219571,2526,8890,5193,1782,1460,455,48,16,16,12,4
2021-01-09,221557,1986,8940,5207,1797,1476,460,50,14,15,16,5
2021-01-10,223799,2242,8983,5221,1806,1494,462,43,14,9,18,2
2021-01-11,225641,1842,9033,5239,1818,1511,465,50,18,12,17,3
2021-01-12,227808,2167,9084,5256,1831,1529,468,51,17,13,18,3
2021-01-13,229861,2053,9153,5277,1850,1556,470,69,21,19,27,2
